Node_ID,Title
ISLPED356,dynamic thermal management for finfet-based circuits exploiting the temperature effect inversion phenomenon
ISLPED357,adaptive front-end throttling for superscalar processors
ISLPED358,dr. swap: energy-efficient paging for smartphones
ISLPED359,prolonging pcm lifetime through energy-efficient, segment-aware, and wear-resistant page allocation
ISLPED360,bridging high performance and low power in processor design
ISLPED361,energy efficient task scheduling on a multi-core platform using real-time energy measurements
ISLPED362,timing errors in ldpc decoding computations with overscaled supply voltage
ISLPED363,algorithms for power-efficient qos in application specific nocs
ISLPED364,energy-efficient mapping of biomedical applications on domain-specific accelerator under process variation
ISLPED365,impact of back gate biasing schemes on energy and robustness of ulv logic in 28nm utbb fdsoi technology
ISLPED366,simict: a fast and flexible framework for performance and power evaluation of large-scale architecture
ISLPED367,powering the internet of things
ISLPED368,aging mitigation of power supply-connected batteries
ISLPED369,fast photovoltaic array reconfiguration for partial solar powered vehicles
ISLPED370,energy harvesting from anti-corrosion power sources
ISLPED371,buffered clock tree synthesis considering self-heating effects
ISLPED372,a compact macromodel for the charge phase of a battery with typical charging protocol
ISLPED373,sbac: a statistics based cache bypassing method for asymmetric-access caches
ISLPED374,tag check elision
ISLPED375,an energy-efficient 5-mhz to 20-mhz, 12-bit reconfigurable continuous-time sigma delta modulator for 4g-lte application
ISLPED376,content-driven adaptive computation offloading for energy-aware hybrid distributed video coding
ISLPED377,pipeline architecture with 1-cycle timing error correction for low voltage operations
ISLPED378,beyond charge based computation: design space exploration of spin transfer torque based mrams for embedded applications
ISLPED379,power estimation for mobile applications with profile-driven battery traces
ISLPED380,heterogeneous integration of nano enabling devices for 3d ics
ISLPED381,an analytical solution for multi-core energy calculation with consideration of leakage and temperature dependency
ISLPED382,design and analysis of 3d ic-based low power stereo matching processors
ISLPED383,a statistical model of cell-to-cell variation in li-ion batteries for system-level design
ISLPED384,a practical low-power memristor-based analog neural branch predictor
ISLPED385,a low power ecg acquisition system implemented with a fully integrated analog front-end
ISLPED386,sram cell optimization for low av(t) transistors
ISLPED387,tfet-based cellular neural network architectures
ISLPED388,pretrans: reducing tlb cam-search via page number prediction and speculative pre-translation
ISLPED389,memristor-based approximated computation
ISLPED390,espn: a case for energy-star photonic on-chip network
ISLPED391,litho-aware and low power design of a secure current-based physically unclonable function
ISLPED392,an energy-efficient branch prediction technique via global-history noise reduction
ISLPED393,power reduction by aggressive synthesis design space exploration
ISLPED394,a hybrid display frame buffer architecture for energy efficient display subsystems
ISLPED395,a biomass-based marine sediment energy harvesting system
ISLPED396,beyond charge-based computation: boolean and non-boolean computing with spin torque devices
ISLPED397,multi-level magnetic ram using domain wall shift for energy-efficient, high-density caches
ISLPED398,minimum supply voltage for sequential logic circuits in a 22nm technology
ISLPED399,composable accelerator-rich microprocessor enhanced for adaptivity and longevity
ISLPED400,vcap: adaptive power capping for virtualized servers
ISLPED401,write intensity prediction for energy-efficient non-volatile caches
ISLPED402,early detection of current hot spots in power gated designs
ISLPED403,page policy control with memory partitioning for dram performance and power efficiency
ISLPED404,an automated framework for generating variable-accuracy battery models from datasheet information
ISLPED405,design and analysis of ultra low power processors using sub/near-threshold 3d stacked ics
ISLPED406,hardware acceleration for similarity measurement in natural language processing
ISLPED407,understanding query complexity and its implications for energy-efficient web search
ISLPED408,active ssd design for energy-efficiency improvement of web-scale data analysis
ISLPED409,energy characterization and instruction-level energy model of intel's xeon phi processor
ISLPED410,a novel envelope edge detector for ultra-low power sensor wake-up circuit
ISLPED411,simes: a simulator for hybrid electrical energy storage systems
ISLPED412,robustness-driven energy-efficient ultra-low voltage standard cell design with intra-cell mixed-v-t methodology
ISLPED413,robust and energy-efficient asynchronous dynamic pipelines for ultra-low-voltage operation using adaptive keeper control
ISLPED414,a framework of concurrent task scheduling and dynamic voltage and frequency scaling in real-time embedded systems with energy harvesting
ISLPED415,energy-efficient computing using adaptive table lookup based on nonvolatile memories
ISLPED416,compiler assisted dynamic register file in gpgpu
ISLPED417,reel: reducing effective execution latency of floating point operations
ISLPED418,single-cycle, pulse-shaped critical path monitor in the power7+microprocessor
ISLPED419,exploring synergistic dvfs control of cores and drams for thermal efficiency in cmps with 3d-stacked drams
ISLPED420,maximum power transfer tracking in a solar usb charger for smartphones
ISLPED421,automated checkpointing for enabling intensive applications on energy harvesting devices
ISLPED422,wom-set: low power proactive-set-based pcm write using wom code
ISLPED423,energy write stt-ram architecture with bit-wise write-completion monitoring
ISLPED424,power mapping and modeling of multi-core processors
ISLPED425,breaking the boundary for whole-system performance optimization of big data
ISLPED426,rethinking dc-dc converter design constraints for adaptable systems that target the minimum-energy point
ISLPED427,digital bimodal function: an ultra-low energy security primitive
ISLPED428,steep switching tunnel fet: a promise to extend the energy efficient roadmap for post-cmos digital and analog/rf applications
ISLPED429,tunnel fet-based ultra-low power, high-sensitivity uhf rfid rectifier
ISLPED430,low-power networks-on-chip: progress and remaining challenges
ISLPED431,associative processing with coupled oscillators
ISLPED432,challenges on designing electrostatic discharge protection solutions for low power electronics
ISLPED433,update rate tradeoffs for improving online power modeling in smartphones
ISLPED434,low-voltage low-overhead asynchronous logic
ISLPED435,a 40 nm 0.32 v 3.5 mhz 11t single-ended bit-interleaving subthreshold sram with data-aware write-assist
