IOT1 , IEEE_Access189
IEEE_Journal_Solid_State219 , IEEE_Journal_Solid_State525
IEEE_Journal_Solid_State220 , ISLPED426
IEEE_Journal_Solid_State220 , DATE292
IEEE_Journal_Solid_State220 , DATE443
IEEE_Journal_Solid_State220 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State220 , IEEE_Journal_Solid_State259
IEEE_Journal_Solid_State220 , IEEE_Journal_Solid_State454
IEEE_Journal_Solid_State220 , IEEE_TCAS22
IEEE_Journal_Solid_State220 , IEEE_TCAS80
IEEE_Journal_Solid_State222 , DATE490
IEEE_Journal_Solid_State222 , IEEE_Journal_Solid_State363
IEEE_Journal_Solid_State222 , IEEE_Journal_Solid_State423
IEEE_Journal_Solid_State222 , IEEE_Journal_Solid_State496
IEEE_Journal_Solid_State224 , IOT34
IEEE_Journal_Solid_State225 , IEEE_Journal_Solid_State79
IEEE_Journal_Solid_State225 , IEEE_TCAS88
IEEE_Journal_Solid_State226 , IEEE_Journal_Solid_State328
IEEE_Journal_Solid_State226 , IEEE_TVLSI87
IEEE_Journal_Solid_State228 , IEEE_Journal_Solid_State467
IEEE_Journal_Solid_State228 , GLSVLSI148
IEEE_Journal_Solid_State229 , IEEE_Journal_Solid_State268
IEEE_Journal_Solid_State229 , IEEE_Journal_Solid_State436
IEEE_Journal_Solid_State230 , DATE222
IEEE_Journal_Solid_State230 , IEEE_Journal_Solid_State178
IEEE_Journal_Solid_State230 , IEEE_TCAS106
IEEE_Journal_Solid_State230 , Mobicom10
IEEE_Journal_Solid_State231 , ISLPED1133
IEEE_Journal_Solid_State231 , DAC392
IEEE_Journal_Solid_State231 , DATE442
IEEE_Journal_Solid_State231 , DATE686
IEEE_Journal_Solid_State231 , ISCAS109
IEEE_Journal_Solid_State231 , ACM_TODAES5
IEEE_Journal_Solid_State231 , ACM_TODAES7
IEEE_Journal_Solid_State232 , IEEE_Journal_Solid_State76
IEEE_Journal_Solid_State232 , IEEE_Journal_Solid_State201
IEEE_Journal_Solid_State233 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State234 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State234 , IEEE_Journal_Solid_State380
IEEE_Journal_Solid_State234 , IEEE_Journal_Solid_State524
IEEE_Journal_Solid_State236 , ISLPED127
IEEE_Journal_Solid_State236 , DATE360
IEEE_Journal_Solid_State236 , DATE406
IEEE_Journal_Solid_State236 , IEEE_TCOMP12
IEEE_Journal_Solid_State237 , IEEE_Journal_Solid_State87
IEEE_Journal_Solid_State237 , IEEE_Journal_Solid_State266
IEEE_Journal_Solid_State238 , IEEE_TCAS141
IEEE_Journal_Solid_State239 , IEEE_Journal_Solid_State450
IEEE_Journal_Solid_State240 , IEEE_Journal_Solid_State272
IEEE_Journal_Solid_State240 , IEEE_Journal_Solid_State516
IEEE_Journal_Solid_State241 , IEEE_Journal_Solid_State280
IEEE_Journal_Solid_State241 , IEEE_Journal_Solid_State414
IEEE_Journal_Solid_State241 , IEEE_Journal_Solid_State463
IEEE_Journal_Solid_State241 , IEEE_Journal_Solid_State468
IEEE_Journal_Solid_State241 , IEEE_Journal_Solid_State474
IEEE_Journal_Solid_State242 , IEEE_TCAS39
IEEE_Journal_Solid_State242 , IEEE_TCAS52
IEEE_Journal_Solid_State242 , IEEE_TCAS57
IEEE_Journal_Solid_State242 , IEEE_TCAS144
IEEE_Journal_Solid_State243 , IEEE_Journal_Solid_State495
IEEE_Journal_Solid_State244 , ISLPED631
IEEE_Journal_Solid_State244 , ISLPED911
IEEE_Journal_Solid_State244 , IEEE_Journal_Solid_State3
IEEE_Journal_Solid_State244 , IEEE_Journal_Solid_State299
IEEE_Journal_Solid_State245 , IEEE_Journal_Solid_State328
IEEE_Journal_Solid_State245 , IEEE_Journal_Solid_State367
IEEE_Journal_Solid_State246 , IEEE_Journal_Solid_State311
IEEE_Journal_Solid_State247 , IEEE_Journal_Solid_State233
IEEE_Journal_Solid_State247 , IEEE_Journal_Solid_State307
IEEE_Journal_Solid_State247 , IEEE_Journal_Solid_State368
IEEE_Journal_Solid_State247 , IEEE_Journal_Solid_State500
IEEE_Journal_Solid_State248 , DAC370
IEEE_Journal_Solid_State248 , IEEE_Journal_Solid_State234
IEEE_Journal_Solid_State248 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State248 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State248 , IEEE_Journal_Solid_State351
IEEE_Journal_Solid_State248 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State249 , ISLPED398
IEEE_Journal_Solid_State249 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State249 , IEEE_TVLSI71
IEEE_Journal_Solid_State249 , ASPDAC21
IEEE_Journal_Solid_State250 , IEEE_Journal_Solid_State443
IEEE_Journal_Solid_State251 , IEEE_Journal_Solid_State81
IEEE_Journal_Solid_State251 , IEEE_Journal_Solid_State438
IEEE_Journal_Solid_State251 , IEEE_Journal_Solid_State503
IEEE_Journal_Solid_State252 , ISLPED1024
IEEE_Journal_Solid_State252 , ISLPED1096
IEEE_Journal_Solid_State252 , IEEE_TVLSI43
IEEE_Journal_Solid_State252 , IEEE_TVLSI54
IEEE_Journal_Solid_State252 , IEEE_TVLSI72
IEEE_Journal_Solid_State254 , IEEE_Journal_Solid_State56
IEEE_Journal_Solid_State256 , DAC259
IEEE_Journal_Solid_State257 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State258 , IEEE_Journal_Solid_State100
IEEE_Journal_Solid_State259 , DATE425
IEEE_Journal_Solid_State259 , IEEE_Journal_Solid_State197
IEEE_Journal_Solid_State259 , IEEE_Journal_Solid_State527
IEEE_Journal_Solid_State259 , IEEE_TVLSI8
IEEE_Journal_Solid_State261 , ISLPED336
IEEE_Journal_Solid_State261 , HPCA56
IEEE_Journal_Solid_State262 , IEEE_Journal_Solid_State55
IEEE_Journal_Solid_State262 , IEEE_TCAS4
IEEE_Journal_Solid_State262 , IEEE_TCAS71
IEEE_Journal_Solid_State263 , IEEE_TCAS17
IEEE_Journal_Solid_State264 , IEEE_Access158
IEEE_Journal_Solid_State264 , IEEE_Journal_Solid_State82
IEEE_Journal_Solid_State264 , IEEE_Journal_Solid_State200
IEEE_Journal_Solid_State264 , IEEE_Journal_Solid_State498
IEEE_Journal_Solid_State267 , IEEE_Journal_Solid_State460
IEEE_Journal_Solid_State268 , IEEE_Journal_Solid_State436
IEEE_Journal_Solid_State269 , ISLPED255
IEEE_Journal_Solid_State269 , ISCAS53
IEEE_Journal_Solid_State269 , IEEE_Journal_Solid_State330
IEEE_Journal_Solid_State269 , IEEE_Journal_Solid_State359
IEEE_Journal_Solid_State269 , IEEE_Journal_Solid_State489
IEEE_Journal_Solid_State271 , IEEE_Journal_Solid_State257
IEEE_Journal_Solid_State272 , ISCAS93
IEEE_Journal_Solid_State272 , IEEE_TVLSI73
IEEE_Journal_Solid_State272 , IEEE_TCAS85
IEEE_Journal_Solid_State272 , IEEE_TCAS119
IEEE_Journal_Solid_State272 , IEEE_TCAS127
IEEE_Journal_Solid_State274 , ISLPED435
IEEE_Journal_Solid_State274 , IEEE_TCAS38
IEEE_Journal_Solid_State274 , IEEE_TCADICS34
IEEE_Journal_Solid_State275 , IEEE_Journal_Solid_State529
IEEE_Journal_Solid_State277 , IEEE_Journal_Solid_State42
IEEE_Journal_Solid_State277 , IEEE_Journal_Solid_State390
IEEE_Journal_Solid_State277 , IEEE_Journal_Solid_State521
IEEE_Journal_Solid_State278 , ISLPED695
IEEE_Journal_Solid_State279 , IEEE_Journal_Solid_State349
IEEE_Journal_Solid_State280 , IEEE_Journal_Solid_State474
IEEE_Journal_Solid_State281 , IEEE_TCAS159
IEEE_Journal_Solid_State283 , ISLPED248
IEEE_Journal_Solid_State283 , ISLPED250
IEEE_Journal_Solid_State283 , ISLPED294
IEEE_Journal_Solid_State283 , DAC359
IEEE_Journal_Solid_State283 , ASPDAC34
IEEE_Journal_Solid_State285 , IEEE_Journal_Solid_State307
IEEE_Journal_Solid_State286 , IEEE_Journal_Solid_State513
IEEE_Journal_Solid_State286 , IEEE_Journal_Solid_State515
IEEE_Journal_Solid_State287 , IEEE_Journal_Solid_State200
IEEE_Journal_Solid_State287 , IEEE_Journal_Solid_State304
IEEE_Journal_Solid_State288 , IEEE_TVLSI97
IEEE_Journal_Solid_State288 , IEEE_TCADICS42
IEEE_Journal_Solid_State289 , ISLPED855
IEEE_Journal_Solid_State289 , IEEE_Journal_Solid_State36
IEEE_Journal_Solid_State289 , IEEE_Journal_Solid_State131
IEEE_Journal_Solid_State290 , ISLPED450
IEEE_Journal_Solid_State290 , ISLPED841
IEEE_Journal_Solid_State290 , IEEE_TED7
IEEE_Journal_Solid_State296 , IEEE_Journal_Solid_State120
IEEE_Journal_Solid_State296 , IEEE_Journal_Solid_State263
IEEE_Journal_Solid_State297 , ISLPED1102
IEEE_Journal_Solid_State297 , ACM_TECS42
IEEE_Journal_Solid_State298 , ISCAS7
IEEE_Journal_Solid_State298 , IEEE_Journal_Solid_State344
IEEE_Journal_Solid_State299 , IEEE_Journal_Solid_State3
IEEE_Journal_Solid_State299 , IEEE_TCAS117
IEEE_Journal_Solid_State299 , GLSVLSI130
IEEE_Journal_Solid_State300 , IEEE_Journal_Solid_State184
IEEE_Journal_Solid_State300 , IEEE_Journal_Solid_State281
IEEE_Journal_Solid_State302 , DATE114
IEEE_Journal_Solid_State302 , DATE241
IEEE_Journal_Solid_State302 , DATE425
IEEE_Journal_Solid_State303 , IEEE_Journal_Solid_State96
IEEE_Journal_Solid_State303 , IEEE_Journal_Solid_State128
IEEE_Journal_Solid_State306 , IEEE_Journal_Solid_State192
IEEE_Journal_Solid_State307 , IEEE_Journal_Solid_State500
IEEE_Journal_Solid_State308 , IEEE_Journal_Solid_State70
IEEE_Journal_Solid_State308 , IEEE_Journal_Solid_State89
IEEE_Journal_Solid_State308 , IEEE_Journal_Solid_State144
IEEE_Journal_Solid_State308 , IEEE_Journal_Solid_State171
IEEE_Journal_Solid_State309 , IEEE_Journal_Solid_State452
IEEE_Journal_Solid_State309 , IEEE_TCAS68
IEEE_Journal_Solid_State310 , ISLPED460
IEEE_Journal_Solid_State310 , ISLPED674
IEEE_Journal_Solid_State310 , DAC28
IEEE_Journal_Solid_State313 , DAC370
IEEE_Journal_Solid_State313 , IEEE_Journal_Solid_State248
IEEE_Journal_Solid_State313 , IEEE_Journal_Solid_State353
IEEE_Journal_Solid_State313 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State316 , ISLPED336
IEEE_Journal_Solid_State316 , DAC153
IEEE_Journal_Solid_State316 , DAC197
IEEE_Journal_Solid_State316 , DATE665
IEEE_Journal_Solid_State317 , IEEE_TCAS114
IEEE_Journal_Solid_State317 , IEEE_TCAS144
IEEE_Journal_Solid_State318 , IEEE_Journal_Solid_State284
IEEE_Journal_Solid_State319 , IEEE_Access92
IEEE_Journal_Solid_State319 , IEEE_Journal_Solid_State501
IEEE_Journal_Solid_State319 , ACM_TECS8
IEEE_Journal_Solid_State320 , ISCAS43
IEEE_Journal_Solid_State320 , IEEE_Journal_Solid_State259
IEEE_Journal_Solid_State320 , IEEE_TCAS69
IEEE_Journal_Solid_State321 , IEEE_Journal_Solid_State464
IEEE_Journal_Solid_State322 , DATE646
IEEE_Journal_Solid_State323 , DAC386
IEEE_Journal_Solid_State323 , IEEE_Journal_Solid_State3
IEEE_Journal_Solid_State324 , IEEE_Journal_Solid_State228
IEEE_Journal_Solid_State325 , ISLPED983
IEEE_Journal_Solid_State325 , IEEE_Journal_Solid_State81
IEEE_Journal_Solid_State325 , IEEE_Journal_Solid_State418
IEEE_Journal_Solid_State325 , IEEE_Journal_Solid_State426
IEEE_Journal_Solid_State325 , IEEE_TCADICS110
IEEE_Journal_Solid_State327 , IEEE_Journal_Solid_State289
IEEE_Journal_Solid_State329 , IEEE_Journal_Solid_State524
IEEE_Journal_Solid_State330 , IEEE_Access130
IEEE_Journal_Solid_State330 , IEEE_Journal_Solid_State489
IEEE_Journal_Solid_State331 , IEEE_Journal_Solid_State528
IEEE_Journal_Solid_State334 , IEEE_TCAS34
IEEE_Journal_Solid_State335 , IEEE_Journal_Solid_State407
IEEE_Journal_Solid_State337 , IEEE_Journal_Solid_State109
IEEE_Journal_Solid_State338 , IEEE_Journal_Solid_State241
IEEE_Journal_Solid_State338 , IEEE_Journal_Solid_State280
IEEE_Journal_Solid_State338 , IEEE_Journal_Solid_State414
IEEE_Journal_Solid_State338 , IEEE_Journal_Solid_State468
IEEE_Journal_Solid_State338 , IEEE_TCAS69
IEEE_Journal_Solid_State339 , ISLPED806
IEEE_Journal_Solid_State339 , IEEE_Journal_Solid_State214
IEEE_Journal_Solid_State339 , IEEE_Journal_Solid_State265
IEEE_Journal_Solid_State339 , IEEE_TCAS133
IEEE_Journal_Solid_State340 , DATE487
IEEE_Journal_Solid_State340 , IEEE_Journal_Solid_State511
IEEE_Journal_Solid_State341 , IEEE_Journal_Solid_State92
IEEE_Journal_Solid_State341 , IEEE_Journal_Solid_State153
IEEE_Journal_Solid_State344 , IEEE_Journal_Solid_State176
IEEE_Journal_Solid_State344 , IEEE_Journal_Solid_State422
IEEE_Journal_Solid_State345 , IEEE_Access132
IEEE_Journal_Solid_State345 , IEEE_Journal_Solid_State184
IEEE_Journal_Solid_State345 , IEEE_Journal_Solid_State201
IEEE_Journal_Solid_State346 , IEEE_TCAS43
IEEE_Journal_Solid_State347 , DATE503
IEEE_Journal_Solid_State347 , DATE668
IEEE_Journal_Solid_State347 , IEEE_Journal_Solid_State42
IEEE_Journal_Solid_State347 , IEEE_Journal_Solid_State83
IEEE_Journal_Solid_State347 , IEEE_Journal_Solid_State187
IEEE_Journal_Solid_State347 , IEEE_Journal_Solid_State471
IEEE_Journal_Solid_State347 , IEEE_Journal_Solid_State472
IEEE_Journal_Solid_State347 , IEEE_Journal_Solid_State521
IEEE_Journal_Solid_State348 , ISLPED142
IEEE_Journal_Solid_State349 , IEEE_Journal_Solid_State201
IEEE_Journal_Solid_State349 , IEEE_Journal_Solid_State345
IEEE_Journal_Solid_State350 , IEEE_TCAS155
IEEE_Journal_Solid_State351 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State351 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State352 , IEEE_Journal_Solid_State450
IEEE_Journal_Solid_State353 , IEEE_Journal_Solid_State82
IEEE_Journal_Solid_State353 , IEEE_Journal_Solid_State233
IEEE_Journal_Solid_State353 , IEEE_Journal_Solid_State234
IEEE_Journal_Solid_State353 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State353 , IEEE_Journal_Solid_State351
IEEE_Journal_Solid_State354 , IEEE_Journal_Solid_State257
IEEE_Journal_Solid_State354 , IEEE_Journal_Solid_State524
IEEE_Journal_Solid_State355 , IEEE_Journal_Solid_State268
IEEE_Journal_Solid_State355 , IEEE_Journal_Solid_State336
IEEE_Journal_Solid_State356 , IEEE_Journal_Solid_State369
IEEE_Journal_Solid_State357 , DATE668
IEEE_Journal_Solid_State357 , IEEE_Journal_Solid_State44
IEEE_Journal_Solid_State357 , IEEE_Journal_Solid_State83
IEEE_Journal_Solid_State357 , IEEE_Journal_Solid_State157
IEEE_Journal_Solid_State357 , IEEE_Journal_Solid_State347
IEEE_Journal_Solid_State357 , IEEE_Journal_Solid_State504
IEEE_Journal_Solid_State358 , IEEE_Journal_Solid_State434
IEEE_Journal_Solid_State359 , IEEE_Journal_Solid_State196
IEEE_Journal_Solid_State360 , IEEE_Journal_Solid_State317
IEEE_Journal_Solid_State360 , IEEE_TCAS114
IEEE_Journal_Solid_State360 , IEEE_TCAS144
IEEE_Journal_Solid_State362 , IEEE_Journal_Solid_State38
IEEE_Journal_Solid_State363 , IEEE_TCOMP9
IEEE_Journal_Solid_State363 , GLSVLSI164
IEEE_Journal_Solid_State364 , ISLPED494
IEEE_Journal_Solid_State364 , ISLPED580
IEEE_Journal_Solid_State364 , ISLPED1030
IEEE_Journal_Solid_State364 , DATE357
IEEE_Journal_Solid_State364 , DATE481
IEEE_Journal_Solid_State364 , IEEE_Journal_Solid_State32
IEEE_Journal_Solid_State364 , IEEE_TCAS59
IEEE_Journal_Solid_State366 , DATE443
IEEE_Journal_Solid_State366 , IEEE_TCAS2
IEEE_Journal_Solid_State366 , IEEE_TCAS22
IEEE_Journal_Solid_State367 , ISLPED8
IEEE_Journal_Solid_State368 , IEEE_Journal_Solid_State181
IEEE_Journal_Solid_State369 , IEEE_Journal_Solid_State449
IEEE_Journal_Solid_State370 , IEEE_Journal_Solid_State391
IEEE_Journal_Solid_State371 , ISLPED865
IEEE_Journal_Solid_State372 , IEEE_TCAS73
IEEE_Journal_Solid_State377 , IEEE_Journal_Solid_State184
IEEE_Journal_Solid_State377 , IEEE_Journal_Solid_State214
IEEE_Journal_Solid_State377 , IEEE_Journal_Solid_State300
IEEE_Journal_Solid_State378 , IEEE_Journal_Solid_State208
IEEE_Journal_Solid_State378 , IEEE_TCAS27
IEEE_Journal_Solid_State379 , ISLPED1074
IEEE_Journal_Solid_State381 , IEEE_Access83
IEEE_Journal_Solid_State381 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State382 , IEEE_Journal_Solid_State343
IEEE_Journal_Solid_State383 , IEEE_Journal_Solid_State313
IEEE_Journal_Solid_State383 , IEEE_Journal_Solid_State432
IEEE_Journal_Solid_State383 , IEEE_Journal_Solid_State469
IEEE_Journal_Solid_State384 , ISLPED1128
IEEE_Journal_Solid_State386 , ISLPED34
IEEE_Journal_Solid_State387 , ISCAS48
IEEE_Journal_Solid_State387 , GLSVLSI145
IEEE_Journal_Solid_State388 , IEEE_Journal_Solid_State285
IEEE_Journal_Solid_State389 , IEEE_TCAS77
IEEE_Journal_Solid_State390 , IEEE_Journal_Solid_State435
IEEE_Journal_Solid_State391 , IEEE_Journal_Solid_State368
IEEE_Journal_Solid_State392 , DATE424
IEEE_Journal_Solid_State393 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State393 , IEEE_Journal_Solid_State519
IEEE_Journal_Solid_State393 , ASPDAC21
IEEE_Journal_Solid_State396 , ISLPED1074
IEEE_Journal_Solid_State397 , IEEE_Access55
IEEE_Journal_Solid_State400 , IEEE_Journal_Solid_State224
IEEE_Journal_Solid_State400 , IEEE_Journal_Solid_State501
IEEE_Journal_Solid_State401 , DATE114
IEEE_Journal_Solid_State401 , DATE610
IEEE_Journal_Solid_State401 , IEEE_Journal_Solid_State226
IEEE_Journal_Solid_State401 , IEEE_TCAS2
IEEE_Journal_Solid_State401 , ICCAD30
IEEE_Journal_Solid_State402 , IEEE_Journal_Solid_State386
IEEE_Journal_Solid_State402 , IEEE_Journal_Solid_State421
IEEE_Journal_Solid_State403 , IEEE_TCAS69
IEEE_Journal_Solid_State404 , IEEE_Journal_Solid_State221
IEEE_Journal_Solid_State404 , IEEE_Journal_Solid_State365
IEEE_Journal_Solid_State405 , IEEE_Journal_Solid_State97
IEEE_Journal_Solid_State405 , IEEE_Journal_Solid_State216
IEEE_Journal_Solid_State405 , IEEE_Journal_Solid_State289
IEEE_Journal_Solid_State406 , IEEE_Journal_Solid_State411
IEEE_Journal_Solid_State406 , IEEE_TCAS114
IEEE_Journal_Solid_State409 , IEEE_Journal_Solid_State373
IEEE_Journal_Solid_State410 , IEEE_TCAS159
IEEE_Journal_Solid_State411 , IEEE_Journal_Solid_State191
IEEE_Journal_Solid_State411 , IEEE_TCAS144
IEEE_Journal_Solid_State412 , ISCAS17
IEEE_Journal_Solid_State415 , IEEE_Journal_Solid_State375
IEEE_Journal_Solid_State417 , ISLPED701
IEEE_Journal_Solid_State417 , ISCAS104
IEEE_Journal_Solid_State417 , IEEE_TCAS12
IEEE_Journal_Solid_State418 , ISLPED1041
IEEE_Journal_Solid_State418 , IEEE_Journal_Solid_State251
IEEE_Journal_Solid_State418 , IEEE_TCADICS110
IEEE_Journal_Solid_State419 , ISLPED121
IEEE_Journal_Solid_State419 , ISLPED1091
IEEE_Journal_Solid_State420 , IEEE_Journal_Solid_State115
IEEE_Journal_Solid_State422 , IEEE_Journal_Solid_State329
IEEE_Journal_Solid_State423 , IEEE_Journal_Solid_State496
IEEE_Journal_Solid_State425 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State425 , IEEE_TCAS61
IEEE_Journal_Solid_State425 , ASPDAC21
IEEE_Journal_Solid_State425 , ICCAD30
IEEE_Journal_Solid_State425 , JCSC1
IEEE_Journal_Solid_State426 , IEEE_Journal_Solid_State208
IEEE_Journal_Solid_State426 , IEEE_Journal_Solid_State251
IEEE_Journal_Solid_State426 , IEEE_Journal_Solid_State352
IEEE_Journal_Solid_State430 , ISLPED1111
IEEE_Journal_Solid_State432 , IEEE_Journal_Solid_State350
IEEE_Journal_Solid_State433 , IEEE_Journal_Solid_State433
IEEE_Journal_Solid_State435 , ISCAS53
IEEE_Journal_Solid_State435 , IEEE_Journal_Solid_State434
IEEE_Journal_Solid_State437 , IEEE_Journal_Solid_State181
IEEE_Journal_Solid_State438 , ISLPED138
IEEE_Journal_Solid_State439 , IEEE_Access130
IEEE_Journal_Solid_State445 , IEEE_Journal_Solid_State358
IEEE_Journal_Solid_State447 , GLSVLSI164
IEEE_Journal_Solid_State451 , DATE203
IEEE_Journal_Solid_State451 , GLSVLSI97
IEEE_Journal_Solid_State453 , ISLPED197
IEEE_Journal_Solid_State453 , IEEE_Journal_Solid_State493
IEEE_Journal_Solid_State453 , IEEE_Journal_Solid_State517
IEEE_Journal_Solid_State454 , ISLPED269
IEEE_Journal_Solid_State454 , ISLPED413
IEEE_Journal_Solid_State454 , ISLPED434
IEEE_Journal_Solid_State455 , ISCAS31
IEEE_Journal_Solid_State456 , IEEE_Journal_Solid_State28
IEEE_Journal_Solid_State456 , IEEE_Journal_Solid_State112
IEEE_Journal_Solid_State457 , DATE503
IEEE_Journal_Solid_State459 , IEEE_Journal_Solid_State94
IEEE_Journal_Solid_State461 , ISLPED598
IEEE_Journal_Solid_State461 , ISLPED679
IEEE_Journal_Solid_State461 , ISLPED756
IEEE_Journal_Solid_State461 , ISLPED1019
IEEE_Journal_Solid_State461 , DAC122
IEEE_Journal_Solid_State461 , DAC163
IEEE_Journal_Solid_State461 , IEEE_TVLSI74
IEEE_Journal_Solid_State461 , ACM_TODAES19
IEEE_Journal_Solid_State465 , IEEE_Access64
IEEE_Journal_Solid_State468 , IEEE_Journal_Solid_State280
IEEE_Journal_Solid_State470 , IEEE_TCAS113
IEEE_Journal_Solid_State471 , IEEE_Journal_Solid_State504
IEEE_Journal_Solid_State472 , IEEE_Journal_Solid_State345
IEEE_Journal_Solid_State476 , IEEE_Journal_Solid_State333
IEEE_Journal_Solid_State476 , IEEE_Journal_Solid_State367
IEEE_Journal_Solid_State477 , ISLPED138
IEEE_Journal_Solid_State477 , IEEE_Journal_Solid_State475
IEEE_Journal_Solid_State479 , IEEE_Access92
IEEE_Journal_Solid_State480 , ISCAS9
IEEE_Journal_Solid_State481 , IEEE_Journal_Solid_State100
IEEE_Journal_Solid_State481 , IEEE_Journal_Solid_State258
IEEE_Journal_Solid_State484 , IEEE_Journal_Solid_State269
IEEE_Journal_Solid_State486 , ISLPED1068
IEEE_Journal_Solid_State486 , IEEE_Journal_Solid_State102
IEEE_Journal_Solid_State486 , IEEE_Journal_Solid_State215
IEEE_Journal_Solid_State486 , IEEE_Journal_Solid_State324
IEEE_Journal_Solid_State487 , ISLPED811
IEEE_Journal_Solid_State487 , DAC329
IEEE_Journal_Solid_State487 , IEEE_Journal_Solid_State364
IEEE_Journal_Solid_State487 , IEEE_TVLSI15
IEEE_Journal_Solid_State487 , IEEE_TVLSI20
IEEE_Journal_Solid_State487 , IEEE_TVLSI131
IEEE_Journal_Solid_State487 , IEEE_TCADICS55
IEEE_Journal_Solid_State487 , IEEE_TCADICS99
IEEE_Journal_Solid_State487 , ACM_TODAES14
IEEE_Journal_Solid_State487 , ACM_TODAES33
IEEE_Journal_Solid_State487 , GLSVLSI6
IEEE_Journal_Solid_State489 , ISCAS53
IEEE_Journal_Solid_State493 , ISLPED88
IEEE_Journal_Solid_State493 , IEEE_Journal_Solid_State517
IEEE_Journal_Solid_State494 , DATE604
IEEE_Journal_Solid_State497 , DATE190
IEEE_Journal_Solid_State497 , IEEE_Journal_Solid_State386
IEEE_Journal_Solid_State497 , ISSCC5
IEEE_Journal_Solid_State499 , IEEE_TCADICS44
IEEE_Journal_Solid_State508 , IEEE_Journal_Solid_State34
IEEE_Journal_Solid_State512 , IEEE_TCAS73
IEEE_Journal_Solid_State515 , IEEE_Access93
IEEE_Journal_Solid_State517 , ISLPED88
IEEE_Journal_Solid_State517 , ISLPED197
IEEE_Journal_Solid_State517 , DATE164
IEEE_Journal_Solid_State519 , IEEE_TCAS38
IEEE_Journal_Solid_State519 , ASPDAC21
IEEE_Journal_Solid_State520 , IEEE_Journal_Solid_State295
IEEE_Journal_Solid_State520 , IEEE_TCAS46
IEEE_Journal_Solid_State521 , IEEE_Journal_Solid_State147
IEEE_Journal_Solid_State527 , ISLPED336
IEEE_Journal_Solid_State530 , IEEE_Journal_Solid_State123
IEEE_Journal_Solid_State531 , ISLPED226
IEEE_Journal_Solid_State531 , ISLPED707
IEEE_Journal_Solid_State531 , IEEE_Journal_Solid_State497
IEEE_Journal_Solid_State532 , DATE156
IEEE_Journal_Solid_State532 , IEEE_Journal_Solid_State209
IEEE_Journal_Solid_State532 , IEEE_Journal_Solid_State249
IEEE_Journal_Solid_State532 , IEEE_Journal_Solid_State425
IEEE_Journal_Solid_State532 , ASPDAC21
IEEE_Journal_Solid_State532 , GLSVLSI121
IEEE_Journal_Solid_State533 , IEEE_Journal_Solid_State249
IEEE_Journal_Solid_State534 , IEEE_Journal_Solid_State528
IEEE_Journal_Solid_State535 , IEEE_Journal_Solid_State496
IEEE_Journal_Solid_State535 , IEEE_Journal_Solid_State522
IEEE_Journal_Solid_State536 , IEEE_TCAS8
IEEE_TVLSI1 , ISLPED642
IEEE_TVLSI1 , ISLPED869
IEEE_TVLSI1 , DAC80
IEEE_TVLSI1 , ISCAS104
IEEE_TVLSI1 , IEEE_TCOMP9
IEEE_TVLSI1 , Sensys8
IEEE_TVLSI1 , Sensys9
IEEE_TVLSI1 , SENSORS29
IEEE_TVLSI2 , ISLPED449
IEEE_TVLSI2 , ISLPED517
IEEE_TVLSI2 , ISLPED739
IEEE_TVLSI2 , ISLPED752
IEEE_TVLSI2 , ISLPED771
IEEE_TVLSI2 , ISLPED822
IEEE_TVLSI2 , ISLPED823
IEEE_TVLSI2 , ISLPED849
IEEE_TVLSI2 , ISLPED874
IEEE_TVLSI2 , ISLPED890
IEEE_TVLSI2 , ISLPED907
IEEE_TVLSI2 , ISLPED930
IEEE_TVLSI2 , ISLPED955
IEEE_TVLSI2 , ISLPED1037
IEEE_TVLSI2 , ISLPED1045
IEEE_TVLSI2 , DAC49
IEEE_TVLSI2 , DAC62
IEEE_TVLSI2 , DAC119
IEEE_TVLSI2 , DAC120
IEEE_TVLSI2 , DAC142
IEEE_TVLSI2 , DAC215
IEEE_TVLSI2 , DATE8
IEEE_TVLSI2 , DATE358
IEEE_TVLSI2 , DATE509
IEEE_TVLSI2 , DATE621
IEEE_TVLSI2 , DATE682
IEEE_TVLSI2 , IEEE_Journal_Solid_State276
IEEE_TVLSI2 , IEEE_TVLSI15
IEEE_TVLSI2 , IEEE_TVLSI20
IEEE_TVLSI2 , IEEE_TVLSI27
IEEE_TVLSI2 , IEEE_TVLSI32
IEEE_TVLSI2 , IEEE_TVLSI35
IEEE_TVLSI2 , IEEE_TVLSI102
IEEE_TVLSI2 , IEEE_TVLSI103
